time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.errors,.cmds,.ekf_output,.e_m,.e_m_dot,.time
1970/01/01/02:07:33.041000,3440,0,0,,"(-0.5715543031692505, -0.004960378631949425, -0.5356516242027283, -0.0708579421043396, -0.21791787445545197, -0.03692801669239998, -0.24977056682109833, -0.026697183027863503)","(0.7849593162536621, -0.2002415657043457, -0.004624263383448124, -0.037201330065727234)","(-0.393328458070755, 0.5383522510528564, 1.0269129276275635, 1.0134564638137817)","(-0.39372357726097107,)","(0.5387539267539978,)",453.040008545
1970/01/01/02:07:33.073000,3441,0,0,,"(-0.5715543031692505, -0.0049869585782289505, -0.5356516242027283, -0.07088452577590942, -0.21791787445545197, -0.036954596638679504, -0.24977056682109833, -0.026723762974143028)","(0.7807725667953491, -0.19744017720222473, -0.004620929714292288, -0.035513024777173996)","(-0.393328458070755, 0.44911789894104004, 1.0209741592407227, 1.0104870796203613)","(-0.39372357726097107,)","(0.4494309723377228,)",453.063995361
1970/01/01/02:07:33.107000,3442,0,0,,"(-0.5556634664535522, -0.009793772362172604, -0.5312586426734924, -0.07251127809286118, -0.2591451406478882, -0.03429436683654785, -0.2804735004901886, -0.028688695281744003)","(0.6217662692070007, -0.19172322750091553, -0.0038988504093140364, -0.015955772250890732)","(-0.406227171421051, 0.14093191921710968, 1.000463843345642, 1.0002318620681763)","(-0.40663519501686096,)","(0.14093883335590363,)",453.101013184
1970/01/01/02:07:33.150000,3443,0,0,,"(-0.559863269329071, -0.02534465491771698, -0.5037438869476318, -0.08181365579366684, -0.22241663932800293, -0.04960411414504051, -0.2760619819164276, -0.03834107518196106)","(0.8762134909629822, -0.11029951274394989, -0.004129947628825903, 0.0157461054623127)","(-0.3901295065879822, -0.0781182050704956, 0.9858856201171875, 0.9929428100585938)","(-0.39052143692970276,)","(-0.07832887023687363,)",453.144012451
1970/01/01/02:07:33.168000,3444,0,0,,"(-0.5558888912200928, -0.025251246988773346, -0.499808669090271, -0.0817224457859993, -0.22241663932800293, -0.04963069409132004, -0.2722342908382416, -0.03847816213965416)","(0.8511772155761719, -0.017511796206235886, -0.00342191313393414, 0.04359746351838112)","(-0.3871981203556061, -0.17933595180511475, 0.9791494011878967, 0.9895747303962708)","(-0.38758713006973267,)","(-0.17964716255664825,)",453.165008545
1970/01/01/02:07:33.213000,3445,0,0,,"(-0.5564042329788208, -0.02814469113945961, -0.517412543296814, -0.08643243461847305, -0.2428244948387146, -0.0629359558224678, -0.2786937952041626, -0.05340854451060295)","(0.7653627395629883, -0.20226852595806122, -0.0020757270976901054, 0.006660425569862127)","(-0.39843353629112244, -0.3596331477165222, 0.9671502709388733, 0.983575165271759)","(-0.3988337516784668,)","(-0.3601234257221222,)",453.20199585
1970/01/01/02:07:33.267000,3446,0,0,,"(-0.5625089406967163, -0.024384701624512672, -0.5288711190223694, -0.08129404485225677, -0.2526708245277405, -0.06521382182836533, -0.2838573157787323, -0.05435344949364662)","(0.7389460206031799, -0.1995714157819748, -0.0012557030422613025, 0.007004051003605127)","(-0.4065686762332916, -0.36685609817504883, 0.9666695594787598, 0.9833347797393799)","(-0.4069770276546478,)","(-0.3673535883426666,)",453.252990723
1970/01/01/02:07:33.279000,3447,0,0,,"(-0.5702199339866638, -0.016635987907648087, -0.5379688143730164, -0.07262920588254929, -0.2583920657634735, -0.061971645802259445, -0.2894251048564911, -0.05018910393118858)","(0.74985671043396, -0.18556122481822968, -0.0007374345441348851, 0.006312072277069092)","(-0.4135861098766327, -0.5420084595680237, 0.955012857913971, 0.9775064587593079)","(-0.41400146484375,)","(-0.5426799058914185,)",453.273010254
1970/01/01/02:07:33.312000,3448,0,0,,"(-0.5780128240585327, -0.013221434317529202, -0.5423555374145508, -0.06876666843891144, -0.2612645626068115, -0.06079519912600517, -0.2960790693759918, -0.048572342842817307)","(0.8043683767318726, -0.16805797815322876, -0.0004723398305941373, 0.007317208684980869)","(-0.41900721192359924, -0.47987037897109985, 0.9591482877731323, 0.9795741438865662)","(-0.4194279909133911,)","(-0.4804801046848297,)",453.311004639
1970/01/01/02:07:33.333000,3449,0,0,,"(-0.6023510694503784, -0.017318736761808395, -0.5423555374145508, -0.06879324465990067, -0.2612309455871582, -0.06463410705327988, -0.3155224025249481, -0.05246681720018387)","(1.1080719232559204, -0.0034728043247014284, -0.0006288256263360381, 0.04866396635770798)","(-0.4299333095550537, -0.40044745802879333, 0.964434027671814, 0.982217013835907)","(-0.4303649961948395,)","(-0.40097829699516296,)",453.320007324
1970/01/01/02:07:33.372000,3450,0,0,,"(-0.6043294072151184, -0.016082024201750755, -0.5445972084999084, -0.06733423471450806, -0.2629222869873047, -0.06461398303508759, -0.3210061490535736, -0.05224809795618057)","(1.1320748329162598, -0.08368227630853653, -0.0004479112976696342, 0.025617964565753937)","(-0.4327792227268219, -0.3127695620059967, 0.9702691435813904, 0.9851346015930176)","(-0.4332137703895569,)","(-0.3132133185863495,)",453.364990234
1970/01/01/02:07:33.429000,3451,0,0,,"(-0.5898245573043823, -0.011910339817404747, -0.5382400155067444, -0.06358840316534042, -0.30542171001434326, -0.055081967264413834, -0.35239365696907043, -0.046877577900886536)","(1.0296796560287476, 0.011937142349779606, -0.00044624891597777605, 0.061306506395339966)","(-0.4460222125053406, -0.17763736844062805, 0.9792624711990356, 0.9896312355995178)","(-0.4464699923992157,)","(-0.17794688045978546,)",453.419006348
1970/01/01/02:07:33.440000,3452,0,0,,"(-0.598467230796814, -0.0011449954472482204, -0.5707658529281616, -0.05846184119582176, -0.2941553294658661, -0.04328544810414314, -0.3195880651473999, -0.03259569779038429)","(0.7403950691223145, -0.09678322076797485, -0.0010068150004372, 0.008917984552681446)","(-0.44529709219932556, -0.1311720758676529, 0.9823548197746277, 0.9911773800849915)","(-0.445744127035141,)","(-0.13143543899059296,)",453.437988281
1970/01/01/02:07:33.460000,3453,0,0,,"(-0.6106637716293335, -0.00124579097609967, -0.578875720500946, -0.058537136763334274, -0.294106662273407, -0.047057293355464935, -0.327283650636673, -0.032578203827142715)","(0.795311450958252, -0.1123046725988388, -0.0011583841405808926, 8.148095366777852e-05)","(-0.4522784650325775, 0.07302995771169662, 0.9959448575973511, 0.9979724287986755)","(-0.45273247361183167,)","(0.07296942919492722,)",453.455993652
1970/01/01/02:07:33.533000,3454,0,0,,"(-0.6169092059135437, 0.013755946420133114, -0.5866808295249939, -0.04838528856635094, -0.30067139863967896, -0.010136647149920464, -0.33133986592292786, -0.0035564631689339876)","(0.7543073892593384, -0.15140356123447418, -0.003586778650060296, -0.04171168804168701)","(-0.4584401547908783, 0.25918546319007874, 1.0083338022232056, 1.0041669607162476)","(-0.4589003324508667,)","(0.259309858083725,)",453.527008057
1970/01/01/02:07:33.556000,3455,0,0,,"(-0.6298505663871765, 0.011794626712799072, -0.5787773132324219, -0.042977847158908844, -0.325981080532074, 0.0056359972804784775, -0.3814299702644348, 0.007881326600909233)","(1.0176905393600464, -0.2052028477191925, -0.0036241631023585796, -0.053563326597213745)","(-0.47852951288223267, 0.08012446016073227, 0.9964169859886169, 0.9982084631919861)","(-0.479009747505188,)","(0.08007097989320755,)",453.549987793
1970/01/01/02:07:33.586000,3456,0,0,,"(-0.6570324897766113, 0.024336310103535652, -0.6207602620124817, -0.04065333306789398, -0.3181855082511902, 0.010604117065668106, -0.3564697206020355, 0.01848742738366127)","(0.8082330822944641, -0.07903917878866196, -0.005095403641462326, -0.04602300375699997)","(-0.4876226782798767, 0.008793424814939499, 0.991669774055481, 0.9958348870277405)","(-0.4881120026111603,)","(0.008669093251228333,)",453.57699585
1970/01/01/02:07:33.643000,3457,0,0,,"(-0.6795454621315002, 0.019657867029309273, -0.6281666159629822, -0.039392150938510895, -0.36515069007873535, 0.011713681742548943, -0.42139655351638794, 0.014039775356650352)","(1.136448621749878, -0.10674197226762772, -0.0026230562943965197, -0.02132541686296463)","(-0.5230401158332825, -0.7750954031944275, 0.9395005106925964, 0.9697502255439758)","(-0.5235648155212402,)","(-0.7759984135627747,)",453.636993408
1970/01/01/02:07:33.678000,3458,0,0,,"(-0.7099586129188538, 0.02378874458372593, -0.67477947473526, -0.03934318199753761, -0.3717854917049408, 0.008087578229606152, -0.412626713514328, 0.014128251001238823)","(0.876362681388855, -0.10498671233654022, -0.0022007350344210863, -0.03393775597214699)","(-0.5417441725730896, -0.9050838947296143, 0.9308494925498962, 0.9654247760772705)","(-0.5422875881195068,)","(-0.9061160087585449,)",453.674987793
1970/01/01/02:07:33.721000,3459,0,0,,"(-0.7407609820365906, 0.022712694481015205, -0.68658047914505, -0.034676823765039444, -0.37738677859306335, 0.007279885932803154, -0.4361538589000702, 0.014569948427379131)","(1.273192048072815, -0.06762224435806274, -0.0010400167666375637, -0.030443767085671425)","(-0.5596592426300049, -0.8737384676933289, 0.9329355955123901, 0.9664677977561951)","(-0.5602205395698547,)","(-0.874739408493042,)",453.710998535
1970/01/01/02:07:33.742000,3460,0,0,,"(-0.7686997056007385, 0.02516348287463188, -0.6948662400245667, -0.03127748519182205, -0.37983036041259766, 0.004245060496032238, -0.4532165825366974, 0.012237227521836758)","(1.856662631034851, 0.10944246500730515, -0.00039039054536260664, 0.009813034906983376)","(-0.5735780596733093, -0.9138746857643127, 0.9302644729614258, 0.9651322364807129)","(-0.5741532444953918,)","(-0.9149155020713806,)",453.739013672
1970/01/01/02:07:33.796000,3461,0,0,,"(-0.7736758589744568, 0.02562054991722107, -0.731938362121582, -0.03169512003660202, -0.42459776997566223, 0.008900247514247894, -0.4687381982803345, 0.01617932878434658)","(1.0727272033691406, 0.036426689475774765, 0.0015203205402940512, -0.009245959110558033)","(-0.5991368293762207, -0.6687636971473694, 0.9465770721435547, 0.9732885360717773)","(-0.5997375845909119,)","(-0.6695610284805298,)",453.785003662
1970/01/01/02:07:33.835000,3462,0,0,,"(-0.8030466437339783, 0.023536665365099907, -0.736624002456665, -0.03333097696304321, -0.42175132036209106, 0.006487480830401182, -0.4920143783092499, 0.014209048822522163)","(1.8034944534301758, -0.04315747693181038, 0.0010141058592125773, -0.03985362872481346)","(-0.6127448081970215, -0.5090434551239014, 0.9572067260742188, 0.9786033630371094)","(-0.6133590936660767,)","(-0.5096821784973145,)",453.822998047
1970/01/01/02:07:33.870000,3463,0,0,,"(-0.7963142991065979, 0.02291709929704666, -0.7157989740371704, -0.03549529239535332, -0.40071266889572144, 0.020807430148124695, -0.4805137515068054, 0.02711588330566883)","(2.1628382205963135, 0.03673680126667023, -0.0004792967811226845, -0.04203411564230919)","(-0.5977356433868408, -0.10146913677453995, 0.9843316078186035, 0.9921658039093018)","(-0.5983349084854126,)","(-0.10170299559831619,)",453.868011475
1970/01/01/02:07:33.924000,3464,0,0,,"(-0.8007898330688477, 0.02795513905584812, -0.7383712530136108, -0.03297397866845131, -0.42395126819610596, 0.040709394961595535, -0.4881128668785095, 0.04159124940633774)","(1.5919206142425537, -0.1811668872833252, 0.001147965551353991, -0.10989832878112793)","(-0.6121925711631775, 0.06766436249017715, 0.9955877661705017, 0.9977938532829285)","(-0.6128063201904297,)","(0.06759850680828094,)",453.920013428
1970/01/01/02:07:33.952000,3465,0,0,,"(-0.8104010820388794, 0.03260720521211624, -0.7269658446311951, -0.02880821004509926, -0.40533241629600525, 0.05719006061553955, -0.48928573727607727, 0.05784096568822861)","(2.3084800243377686, -0.28567180037498474, -0.00019920921477023512, -0.16499672830104828)","(-0.607387363910675, 0.363389790058136, 1.0152688026428223, 1.0076344013214111)","(-0.6079962849617004,)","(0.3636176884174347,)",453.946990967
1970/01/01/02:07:33.993000,3466,0,0,,"(-0.7914983034133911, 0.031018925830721855, -0.706405520439148, -0.027988828718662262, -0.4206809401512146, 0.07605302333831787, -0.5075525641441345, 0.07534951716661453)","(2.2924740314483643, -0.256104439496994, 0.0017963993595913053, -0.15487761795520782)","(-0.6059268712997437, 0.5756637454032898, 1.0293960571289062, 1.0146980285644531)","(-0.6065343618392944,)","(0.5761024951934814,)",453.972991943
1970/01/01/02:07:34.041000,3467,0,0,,"(-0.8160791397094727, 0.02668699063360691, -0.7274607419967651, -0.038302406668663025, -0.39978766441345215, 0.08360975235700607, -0.48871734738349915, 0.08478149771690369)","(2.389091730117798, -0.2675401270389557, -0.0014793986920267344, -0.19236163794994354)","(-0.6074022650718689, 0.5300740599632263, 1.0263619422912598, 1.0131809711456299)","(-0.6080112457275391,)","(0.5304675102233887,)",454.024993896
1970/01/01/02:07:34.060000,3468,0,0,,"(-0.9065946936607361, -0.006396991666406393, -0.6139376163482666, -1.8060505390167236, -0.3560713827610016, 0.09150286763906479, -0.623940646648407, 1.8797895908355713)","(16.15825080871582, 90.75736236572266, -0.0035125305876135826, 22.400409698486328)","(-0.6245100498199463, 0.5668845772743225, 1.0288118124008179, 1.0144058465957642)","(-0.6251360774040222,)","(0.5673145651817322,)",454.055999756
1970/01/01/02:07:34.088000,3469,0,0,,"(-0.8747922778129578, -0.018362727016210556, -0.5895037055015564, -1.8026262521743774, -0.33319801092147827, 0.09353166073560715, -0.5946269631385803, 1.8694955110549927)","(16.90956687927246, 91.47847747802734, -0.006632016971707344, 22.800731658935547)","(-0.5974312424659729, 0.7546451687812805, 1.0413075685501099, 1.0206538438796997)","(-0.5980302095413208,)","(0.7552617192268372,)",454.079986572
1970/01/01/02:07:34.107000,3470,0,0,,"(-0.7766112685203552, -0.027082623913884163, -0.6348519921302795, -0.08154292404651642, -0.40960729122161865, 0.10673581808805466, -0.5463231801986694, 0.10602372139692307)","(6.722485542297363, 0.09153576195240021, 0.0014352963771671057, -0.02526012435555458)","(-0.5912556052207947, 0.795329749584198, 1.0440152883529663, 1.0220075845718384)","(-0.5918484330177307,)","(0.7959867119789124,)",454.102996826
1970/01/01/02:07:34.115000,3471,0,0,,"(-0.7766112685203552, -0.02710920386016369, -0.671842098236084, -0.08741321414709091, -0.4429609775543213, 0.1113877072930336, -0.5463231801986694, 0.10599713772535324)","(3.073720693588257, -0.10912161320447922, 0.006361916195601225, -0.09942487627267838)","(-0.6088240146636963, 0.6842823624610901, 1.036624789237976, 1.0183124542236328)","(-0.6094343662261963,)","(0.6848289966583252,)",454.109008789
1970/01/01/02:07:34.156000,3472,0,0,,"(-0.6993387937545776, -0.03646121546626091, -0.6075555086135864, -0.09681301563978195, -0.45060494542121887, 0.11978047341108322, -0.544386625289917, 0.10813391953706741)","(2.309687614440918, -0.06568700075149536, 0.010332980193197727, -0.04665252938866615)","(-0.5748949646949768, 0.9683514833450317, 1.0555301904678345, 1.0277650356292725)","(-0.5754714608192444,)","(0.9691802859306335,)",454.153015137
1970/01/01/02:07:34.191000,3473,0,0,,"(-0.6750551462173462, -0.0410475991666317, -0.5886003971099854, -0.10007970035076141, -0.44455623626708984, 0.12779827415943146, -0.5313533544540405, 0.11371666193008423)","(1.740753173828125, 0.04018452763557434, 0.014257015660405159, -0.016995910555124283)","(-0.5593303442001343, 0.7573497295379639, 1.0414875745773315, 1.0207438468933105)","(-0.5598912835121155,)","(0.7579689621925354,)",454.184997559
1970/01/01/02:07:34.212000,3474,0,0,,"(-0.6541674733161926, -0.04064159840345383, -0.5732958316802979, -0.10231710970401764, -0.4370201826095581, 0.13753019273281097, -0.522796630859375, 0.12214773893356323)","(1.4702870845794678, -0.08141420036554337, 0.013456114567816257, -0.050499435514211655)","(-0.5462721586227417, 0.7171209454536438, 1.0388102531433105, 1.0194051265716553)","(-0.5468200445175171,)","(0.717700183391571,)",454.207000732
1970/01/01/02:07:34.234000,3475,0,0,,"(-0.6507566571235657, -0.03998476266860962, -0.5734304189682007, -0.09842360019683838, -0.45382481813430786, 0.14051556587219238, -0.5374332070350647, 0.1216280609369278)","(1.4263783693313599, -0.24068725109100342, 0.019588375464081764, -0.08200937509536743)","(-0.5533063411712646, 0.7975747585296631, 1.0441646575927734, 1.0220823287963867)","(-0.5538612604141235,)","(0.7982339262962341,)",454.226013184
1970/01/01/02:07:34.259000,3476,0,0,,"(-0.6351531744003296, -0.04394944757223129, -0.5600964426994324, -0.1041775792837143, -0.4535297155380249, 0.15020936727523804, -0.5363749265670776, 0.130217507481575)","(1.1338425874710083, -0.11354349553585052, 0.02101294882595539, -0.0428529717028141)","(-0.5457412004470825, 0.560512363910675, 1.0283876657485962, 1.0141938924789429)","(-0.5462885499000549,)","(0.5609360337257385,)",454.24798584
1970/01/01/02:07:34.285000,3477,0,0,,"(-0.6218021512031555, -0.049669086933135986, -0.5492473244667053, -0.10752853751182556, -0.4563973844051361, 0.15684181451797485, -0.5381989479064941, 0.13586097955703735)","(0.827573299407959, -0.08676765859127045, 0.02561015635728836, -0.028467994183301926)","(-0.5408689379692078, 0.3707030713558197, 1.015755534172058, 1.0078778266906738)","(-0.5414114594459534,)","(0.3709382116794586,)",454.281005859
