time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.errors,.cmds,.ekf_output,.e_m,.e_m_dot,.time
1970/01/01/02:07:30.989000,3378,0,0,,"(-0.49198058247566223, -0.009984278120100498, -0.44596320390701294, -0.056755851954221725, -0.35064858198165894, 0.007792588789016008, -0.39817431569099426, -0.0013224888825789094)","(0.6883355975151062, 0.029182473197579384, -0.0017556953243911266, 0.08339174836874008)","(-0.42126864194869995, -0.26185300946235657, 0.9736577272415161, 0.9868288636207581)","(-0.4216916561126709,)","(-0.26224616169929504,)",450.984985352
1970/01/01/02:07:31.017000,3379,0,0,,"(-0.5064697861671448, -0.01081443578004837, -0.46165165305137634, -0.05543874576687813, -0.3607577085494995, -0.002233120845630765, -0.40616607666015625, -0.009655214846134186)","(0.7045587301254272, 0.03261096775531769, -0.000981372082605958, 0.08980386704206467)","(-0.43332621455192566, -0.464451402425766, 0.9601744413375854, 0.9800872206687927)","(-0.4337612986564636,)","(-0.4650458097457886,)",451.010009766
1970/01/01/02:07:31.054000,3380,0,0,,"(-0.5415281653404236, -0.007924006320536137, -0.4782699942588806, -0.05370694398880005, -0.344216525554657, -0.00952551793307066, -0.4023191034793854, -0.01092718355357647)","(0.9916545152664185, 0.2700771689414978, -0.0009622423094697297, 0.14752885699272156)","(-0.4411405622959137, -0.5944377779960632, 0.9515236020088196, 0.9757617712020874)","(-0.44158345460891724,)","(-0.5951612591743469,)",451.04598999
1970/01/01/02:07:31.077000,3381,0,0,,"(-0.5583392381668091, 0.001958072418347001, -0.497104674577713, -0.04183473065495491, -0.35614529252052307, -0.010874958708882332, -0.41291162371635437, -0.010494009591639042)","(1.029788613319397, 0.2853725850582123, -0.00046313865459524095, 0.15094693005084991)","(-0.45566779375076294, -0.9142600893974304, 0.9302387833595276, 0.9651194214820862)","(-0.4561251997947693,)","(-0.9153013229370117,)",451.061004639
1970/01/01/02:07:31.111000,3382,0,0,,"(-0.5733301639556885, 0.014039695262908936, -0.5141571164131165, -0.028013000264763832, -0.3686906695365906, -0.009080841206014156, -0.42458009719848633, -0.0035210158675909042)","(1.0365397930145264, 0.38328319787979126, 2.1698981072404422e-05, 0.17018790543079376)","(-0.4697180688381195, -0.9570717811584473, 0.9273896217346191, 0.9636948108673096)","(-0.47018951177597046,)","(-0.9581555128097534,)",451.102996826
1970/01/01/02:07:31.140000,3383,0,0,,"(-0.5846124291419983, 0.027013175189495087, -0.5272644758224487, -0.013787057250738144, -0.37269896268844604, -0.004230125341564417, -0.4319380521774292, 0.0024336017668247223)","(1.0944780111312866, 0.2698608636856079, 0.0007235275115817785, 0.12812651693820953)","(-0.4786481261253357, -0.7278938293457031, 0.9426418542861938, 0.9713209271430969)","(-0.47912847995758057,)","(-0.7287498712539673,)",451.134002686
1970/01/01/02:07:31.175000,3384,0,0,,"(-0.6166133284568787, 0.04802868142724037, -0.5357730984687805, 0.003544401377439499, -0.3250111937522888, 0.006716689094901085, -0.40713566541671753, 0.013963603414595127)","(1.6423430442810059, 0.28225213289260864, 0.00020246594795025885, 0.09602665156126022)","(-0.4706609547138214, -0.40920892357826233, 0.9638509154319763, 0.9819254875183105)","(-0.4711333215236664,)","(-0.40974846482276917,)",451.165008545
1970/01/01/02:07:31.214000,3385,0,0,,"(-0.5958532691001892, 0.06167197227478027, -0.5370835661888123, 0.021139832213521004, -0.36304089426994324, 0.02331903576850891, -0.4240734279155731, 0.030118025839328766)","(1.116307020187378, 0.2901860475540161, 0.001642318326048553, 0.09060081839561462)","(-0.47953155636787415, -0.16448943316936493, 0.9801374673843384, 0.9900687336921692)","(-0.48001277446746826,)","(-0.16478587687015533,)",451.208007812
1970/01/01/02:07:31.231000,3386,0,0,,"(-0.7885263562202454, 0.07561137527227402, -0.505500078201294, -1.8661874532699585, -0.19301486015319824, 0.03971993178129196, -0.44095712900161743, 1.9511113166809082)","(15.93700885772705, 38.2638053894043, -0.010971770621836185, 10.324079513549805)","(-0.48151639103889465, 0.10419608652591705, 0.9980189800262451, 0.9990094900131226)","(-0.48199960589408875,)","(0.10416651517152786,)",451.223999023
1970/01/01/02:07:31.286000,3387,0,0,,"(-0.6001613736152649, 0.09858381003141403, -0.5666791796684265, 0.04962954297661781, -0.32900455594062805, 0.06209307909011841, -0.37616387009620667, 0.066121406853199)","(0.6945862174034119, -0.13919369876384735, -0.00016039895126596093, -0.10313866287469864)","(-0.4675329923629761, 0.4488634467124939, 1.0209572315216064, 1.0104786157608032)","(-0.46800222992897034,)","(0.44917625188827515,)",451.282012939
1970/01/01/02:07:31.317000,3388,0,0,,"(-0.5838490724563599, 0.11470329016447067, -0.5496992468833923, 0.06266851723194122, -0.30681872367858887, 0.0844554454088211, -0.3569834232330322, 0.08643364161252975)","(0.6179406046867371, -0.21250049769878387, -0.002726636826992035, -0.15272614359855652)","(-0.4488869905471802, 0.6186938285827637, 1.0322598218917847, 1.0161298513412476)","(-0.4493376314640045,)","(0.6191753149032593,)",451.313995361
1970/01/01/02:07:31.347000,3389,0,0,,"(-0.7888233661651611, 0.11202127486467361, -0.4824414551258087, -1.8006891012191772, -0.17897985875606537, 0.0997254028916359, -0.4437141716480255, 1.9958045482635498)","(19.2927303314209, 40.52903747558594, -0.017628271132707596, 10.971402168273926)","(-0.4730149805545807, 0.52158522605896, 1.0257970094680786, 1.012898564338684)","(-0.4734897017478943,)","(0.521970272064209,)",451.338989258
1970/01/01/02:07:31.370000,3390,0,0,,"(-0.5996440649032593, 0.14116427302360535, -0.5632453560829163, 0.08343388140201569, -0.3048720955848694, 0.12544682621955872, -0.36086320877075195, 0.12397763133049011)","(0.5498377680778503, -0.3339378237724304, -0.0054495567455887794, -0.23465915024280548)","(-0.4566977620124817, 0.6505306363105774, 1.0343786478042603, 1.0171892642974854)","(-0.4571561813354492,)","(0.6510437726974487,)",451.359985352
1970/01/01/02:07:31.396000,3391,0,0,,"(-0.5893405675888062, 0.14611808955669403, -0.5522087216377258, 0.08664777129888535, -0.2933863401412964, 0.13436421751976013, -0.35071033239364624, 0.1318606734275818)","(0.5125560760498047, -0.32428231835365295, -0.007606206461787224, -0.22991643846035004)","(-0.4459637999534607, 0.3827308416366577, 1.0165560245513916, 1.0082780122756958)","(-0.44641149044036865,)","(0.3829779624938965,)",451.389007568
1970/01/01/02:07:31.447000,3392,0,0,,"(-0.584174633026123, 0.14485938847064972, -0.5464466214179993, 0.08467447012662888, -0.28880035877227783, 0.13598982989788055, -0.3465544581413269, 0.13301248848438263)","(0.5049511194229126, -0.29544833302497864, -0.008694753982126713, -0.21113096177577972)","(-0.4410512149333954, 0.11633488535881042, 0.9988268613815308, 0.9994134306907654)","(-0.44149401783943176,)","(0.11631737649440765,)",451.445007324
1970/01/01/02:07:31.480000,3393,0,0,,"(-0.5834123492240906, 0.13364602625370026, -0.544887363910675, 0.0738130584359169, -0.2913952171802521, 0.12804390490055084, -0.34855955839157104, 0.12509995698928833)","(0.5329245924949646, -0.27943769097328186, -0.008661482483148575, -0.19634513556957245)","(-0.44162026047706604, 0.12789089977741241, 0.9995959401130676, 0.9997979402542114)","(-0.4420636296272278,)","(0.1278848797082901,)",451.480010986
1970/01/01/02:07:31.504000,3394,0,0,,"(-0.5873458385467529, 0.11506308615207672, -0.5480250120162964, 0.05656490474939346, -0.3009542226791382, 0.11186463385820389, -0.3565773665904999, 0.1094832494854927)","(0.5912995338439941, -0.21430890262126923, -0.007479968015104532, -0.15149767696857452)","(-0.44777607917785645, -0.044030942022800446, 0.9881542325019836, 0.9940770864486694)","(-0.44822561740875244,)","(-0.04420774430036545,)",451.49798584
1970/01/01/02:07:31.543000,3395,0,0,,"(-0.6039479374885559, 0.08911372721195221, -0.5594824552536011, 0.028607511892914772, -0.27995744347572327, 0.08473281562328339, -0.3392217755317688, 0.08386771380901337)","(0.7176613211631775, -0.3222860097885132, -0.009625278413295746, -0.15183155238628387)","(-0.4452054500579834, -0.42993658781051636, 0.9624714255332947, 0.9812357425689697)","(-0.44565239548683167,)","(-0.4304967224597931,)",451.532989502
1970/01/01/02:07:31.587000,3396,0,0,,"(-0.5622173547744751, 0.06276508420705795, -0.5223928689956665, 0.009232382290065289, -0.3015626072883606, 0.05343320965766907, -0.3504571318626404, 0.053740814328193665)","(0.6650256514549255, -0.052916232496500015, -0.005276907701045275, -0.029976068064570427)","(-0.43372201919555664, -0.5112255811691284, 0.9570615291595459, 0.978530764579773)","(-0.43415749073028564,)","(-0.5118664503097534,)",451.585998535
1970/01/01/02:07:31.611000,3397,0,0,,"(-0.5847311019897461, 0.02897079475224018, -0.5399308800697327, -0.025468533858656883, -0.2887320816516876, 0.01382746547460556, -0.34023115038871765, 0.016524435952305794)","(0.8113817572593689, -0.17515598237514496, -0.004598380997776985, -0.037056367844343185)","(-0.43796658515930176, -0.6535884141921997, 0.9475870132446289, 0.9737935066223145)","(-0.4384063184261322,)","(-0.6543707251548767,)",451.601989746
1970/01/01/02:07:31.641000,3398,0,0,,"(-0.5475853085517883, -0.007069626357406378, -0.5065467953681946, -0.05391838029026985, -0.31969302892684937, -0.031594254076480865, -0.35868769884109497, -0.026528194546699524)","(0.7202320694923401, 0.03131367266178131, -0.0012820146512240171, 0.07306735217571259)","(-0.4326937794685364, -0.6035475730895996, 0.9509173035621643, 0.9754586815834045)","(-0.4331282079219818,)","(-0.6042801141738892,)",451.638000488
1970/01/01/02:07:31.671000,3399,0,0,,"(-0.5690308809280396, -0.038955844938755035, -0.5231719613075256, -0.08701000362634659, -0.30524295568466187, -0.07345931977033615, -0.3471331298351288, -0.0658535286784172)","(0.8523979783058167, -0.10550308227539062, -0.0007033878355287015, 0.05680587515234947)","(-0.4357072710990906, -0.6370238661766052, 0.9486894011497498, 0.9743447303771973)","(-0.43614473938941956,)","(-0.6377897262573242,)",451.658996582
1970/01/01/02:07:31.697000,3400,0,0,,"(-0.5243828892707825, -0.06542055308818817, -0.4858357608318329, -0.10705611109733582, -0.3294904828071594, -0.10987568646669388, -0.35525932908058167, -0.09990088641643524)","(0.6440775394439697, 0.008808760903775692, -0.0006321805412881076, 0.1328832060098648)","(-0.423317015171051, -0.5102662444114685, 0.9571253657341003, 0.9785627126693726)","(-0.4237421154975891,)","(-0.5109061598777771,)",451.691986084
1970/01/01/02:07:31.757000,3401,0,0,,"(-0.5453925132751465, -0.08542171865701675, -0.5026049017906189, -0.1323905885219574, -0.3067852258682251, -0.14596134424209595, -0.3364146053791046, -0.13337372243404388)","(0.7993288040161133, -0.10135021805763245, -0.0008851079037413001, 0.11561353504657745)","(-0.4223751723766327, -0.3367132544517517, 0.9686756134033203, 0.9843378067016602)","(-0.42279931902885437,)","(-0.3371807932853699,)",451.75201416
1970/01/01/02:07:31.807000,3402,0,0,,"(-0.5258281230926514, -0.08849536627531052, -0.5033959150314331, -0.13038501143455505, -0.3114044666290283, -0.14724276959896088, -0.31599849462509155, -0.13323509693145752)","(0.5200605392456055, -0.10969828069210052, -0.0016101624350994825, 0.1208004504442215)","(-0.41374123096466064, -0.06793580204248428, 0.9865632653236389, 0.9932816624641418)","(-0.4141567647457123,)","(-0.06813634932041168,)",451.79699707
1970/01/01/02:07:31.831000,3403,0,0,,"(-0.5025997161865234, -0.08165498822927475, -0.4607350528240204, -0.11967185884714127, -0.3139599561691284, -0.14141181111335754, -0.3392672538757324, -0.12749479711055756)","(0.6015809178352356, 0.010023701936006546, -0.00171758234500885, 0.160907581448555)","(-0.4037349820137024, 0.029772739857435226, 0.9930659532546997, 0.9965329766273499)","(-0.40414050221443176,)","(0.029669247567653656,)",451.822998047
1970/01/01/02:07:31.863000,3404,0,0,,"(-0.5332584977149963, -0.06954050064086914, -0.5169450640678406, -0.11428061872720718, -0.31429582834243774, -0.13489805161952972, -0.31555312871932983, -0.11986751109361649)","(0.5555626153945923, -0.10563786327838898, -0.0008734592702239752, 0.10458794981241226)","(-0.4195917844772339, -0.182382732629776, 0.9789466261863708, 0.9894733428955078)","(-0.4200131297111511,)","(-0.18269696831703186,)",451.858001709
1970/01/01/02:07:31.922000,3405,0,0,,"(-0.5374076962471008, -0.05554025247693062, -0.5227050185203552, -0.09992697089910507, -0.3135603964328766, -0.12183569371700287, -0.31998345255851746, -0.10667610168457031)","(0.5693879127502441, -0.17639514803886414, 0.00047779365559108555, 0.07232565432786942)","(-0.4229893982410431, -0.10126601904630661, 0.9843450784683228, 0.9921725392341614)","(-0.4234141409397125,)","(-0.10149967670440674,)",451.919006348
1970/01/01/02:07:31.943000,3406,0,0,,"(-0.5414513945579529, -0.055416177958250046, -0.5227050185203552, -0.0999535471200943, -0.3135603964328766, -0.12186227738857269, -0.31998345255851746, -0.10670268535614014)","(0.5988261699676514, -0.0921781063079834, -0.00023883911489974707, 0.0942007452249527)","(-0.4239993095397949, -0.2264234721660614, 0.9760156273841858, 0.9880078434944153)","(-0.42442506551742554,)","(-0.2267814427614212,)",451.936004639
1970/01/01/02:07:31.968000,3407,0,0,,"(-0.5674493908882141, -0.04769441485404968, -0.5295683741569519, -0.09227381646633148, -0.3175440728664398, -0.11809468269348145, -0.34825900197029114, -0.10316787660121918)","(0.8539794683456421, -0.08147866278886795, 0.0008521914714947343, 0.08832285553216934)","(-0.44026318192481995, -0.5332634449005127, 0.9555948376655579, 0.9777974486351013)","(-0.44070520997047424,)","(-0.5339261889457703,)",451.964996338
1970/01/01/02:07:32.018000,3408,0,0,,"(-0.5794386267662048, -0.04263133928179741, -0.5428391098976135, -0.08609715849161148, -0.32497286796569824, -0.11831797659397125, -0.3550916314125061, -0.10230596363544464)","(0.8793726563453674, -0.07903540134429932, 0.0012647125404328108, 0.08454281836748123)","(-0.45013368129730225, -0.5522383451461792, 0.9543320536613464, 0.9771659970283508)","(-0.4505855441093445,)","(-0.5529199242591858,)",451.99899292
1970/01/01/02:07:32.047000,3409,0,0,,"(-0.5854597687721252, -0.03820878639817238, -0.5498492121696472, -0.0808393731713295, -0.33030271530151367, -0.11775750666856766, -0.35596075654029846, -0.10073234140872955)","(0.8699195384979248, -0.004597662016749382, 0.0005986904143355787, 0.1016571894288063)","(-0.4549364447593689, -0.49872148036956787, 0.9578936696052551, 0.97894686460495)","(-0.45539310574531555,)","(-0.4993499219417572,)",452.037994385
1970/01/01/02:07:32.088000,3410,0,0,,"(-0.5905214548110962, -0.026320144534111023, -0.5509783029556274, -0.07395000010728836, -0.2780200242996216, -0.1089378297328949, -0.31383198499679565, -0.08518092334270477)","(0.8786804676055908, -0.0068338834680616856, 0.0034121153876185417, 0.07927963882684708)","(-0.4329032897949219, -0.14669379591941833, 0.9813218116760254, 0.9906609058380127)","(-0.4333379566669464,)","(-0.14697256684303284,)",452.079986572
1970/01/01/02:07:32.111000,3411,0,0,,"(-0.5946415066719055, -0.03023403510451317, -0.5509783029556274, -0.07397658377885818, -0.2780200242996216, -0.10896440595388412, -0.31786391139030457, -0.08540195971727371)","(0.8573992848396301, -0.013049657456576824, 0.0030287483241409063, 0.07789897918701172)","(-0.43493926525115967, 0.1840834617614746, 1.0033355951309204, 1.001667857170105)","(-0.4353759288787842,)","(0.18413324654102325,)",452.105987549
1970/01/01/02:07:32.130000,3412,0,0,,"(-0.6043604612350464, -0.02075963467359543, -0.5767806172370911, -0.06973694264888763, -0.26378315687179565, -0.09659590572118759, -0.2854406535625458, -0.07409954816102982)","(0.7646405100822449, -0.0723750963807106, 0.0020998746622353792, 0.04217194393277168)","(-0.43215733766555786, 0.2808591425418854, 1.00977623462677, 1.0048881769180298)","(-0.4325912296772003,)","(0.28100505471229553,)",452.125
1970/01/01/02:07:32.160000,3413,0,0,,"(-0.5965343117713928, -0.009165129624307156, -0.559237539768219, -0.06536682695150375, -0.24315710365772247, -0.07837667316198349, -0.27546632289886475, -0.05895710736513138)","(0.8767955303192139, -0.07397989183664322, 0.0013233934296295047, 0.023223431780934334)","(-0.41817885637283325, 0.6201779842376709, 1.0323585271835327, 1.0161793231964111)","(-0.41859883069992065,)","(0.6206609606742859,)",452.151000977
1970/01/01/02:07:32.192000,3414,0,0,,"(-0.5732913017272949, -0.0060564433224499226, -0.5470647215843201, -0.06059625744819641, -0.2672240138053894, -0.05810372531414032, -0.29006826877593994, -0.044884636998176575)","(0.701485812664032, -0.13344235718250275, 6.781240517739207e-05, 0.00602954626083374)","(-0.4189913272857666, 0.5759689211845398, 1.0294163227081299, 1.014708161354065)","(-0.41941210627555847,)","(0.5764079689979553,)",452.182006836
1970/01/01/02:07:32.200000,3415,0,0,,"(-0.5773776769638062, -0.006046848837286234, -0.5470647215843201, -0.06062283739447594, -0.2672240138053894, -0.058130305260419846, -0.29396337270736694, -0.04494401440024376)","(0.7461853623390198, -0.11939480155706406, 5.342795338947326e-05, 0.008945079520344734)","(-0.4209847152233124, 0.5765307545661926, 1.0294537544250488, 1.0147268772125244)","(-0.42140746116638184,)","(0.5769703388214111,)",452.197998047
1970/01/01/02:07:32.241000,3416,0,0,,"(-0.5686191916465759, -0.0018374882638454437, -0.5371239185333252, -0.05863247439265251, -0.2516263425350189, -0.04602748155593872, -0.284178227186203, -0.034860704094171524)","(0.7410011291503906, -0.2302466183900833, -0.0012461181031540036, -0.030428480356931686)","(-0.40997517108917236, 0.5181213021278381, 1.0255664587020874, 1.0127832889556885)","(-0.41038691997528076,)","(0.5185028910636902,)",452.229003906
1970/01/01/02:07:32.290000,3417,0,0,,"(-0.5623297691345215, -0.002568824915215373, -0.5255914926528931, -0.06092590093612671, -0.24067366123199463, -0.040613844990730286, -0.278164267539978, -0.03085692599415779)","(0.7720592021942139, -0.231266051530838, -0.002446281025186181, -0.03244490921497345)","(-0.4012867212295532, 0.39207208156585693, 1.017177700996399, 1.0085887908935547)","(-0.4016897976398468,)","(0.3923284709453583,)",452.272003174
1970/01/01/02:07:32.333000,3418,0,0,,"(-0.5530209541320801, -0.019335148856043816, -0.5141995549201965, -0.07845433801412582, -0.23631584644317627, -0.05195736885070801, -0.27330318093299866, -0.043099209666252136)","(0.7637644410133362, -0.22364501655101776, -0.002754123182967305, -0.012198966927826405)","(-0.3938142657279968, 0.12471730262041092, 0.9993847012519836, 0.9996923804283142)","(-0.3942098915576935,)","(0.12470812350511551,)",452.32800293
1970/01/01/02:07:32.361000,3419,0,0,,"(-0.5490207076072693, -0.035288434475660324, -0.5091800093650818, -0.09378758072853088, -0.24183936417102814, -0.0684000551700592, -0.27345505356788635, -0.05923032760620117)","(0.7573847770690918, -0.11788825690746307, -0.0017004826804623008, 0.03526008501648903)","(-0.3929789960384369, 0.14291046559810638, 1.0005955696105957, 1.0002977848052979)","(-0.3933737874031067,)","(0.14291934669017792,)",452.352996826
1970/01/01/02:07:32.387000,3420,0,0,,"(-0.5419061779975891, -0.051830098032951355, -0.5089691281318665, -0.1096808910369873, -0.24866677820682526, -0.0865342989563942, -0.2746182084083557, -0.07688435167074203)","(0.6834556460380554, -0.20809856057167053, -0.0013409367529675364, 0.031237229704856873)","(-0.3931451141834259, -0.049735747277736664, 0.9877745509147644, 0.9938872456550598)","(-0.39354005455970764,)","(-0.049918219447135925,)",452.381988525
1970/01/01/02:07:32.432000,3421,0,0,,"(-0.5317668914794922, -0.06363644450902939, -0.5060840249061584, -0.12085080146789551, -0.25492939352989197, -0.10057041794061661, -0.26755309104919434, -0.09046357870101929)","(0.5956564545631409, -0.1351601481437683, -0.0006669561262242496, 0.06738509982824326)","(-0.38969185948371887, -0.09779457002878189, 0.9845761060714722, 0.9922880530357361)","(-0.390083372592926,)","(-0.09802477806806564,)",452.425994873
1970/01/01/02:07:32.453000,3422,0,0,,"(-0.5154634118080139, -0.07272488623857498, -0.4702030122280121, -0.12515801191329956, -0.2607710659503937, -0.10854320973157883, -0.2922467589378357, -0.10160106420516968)","(0.7231731414794922, -0.06839178502559662, -0.000536576786544174, 0.1048797219991684)","(-0.38428497314453125, -0.13487114012241364, 0.9821085929870605, 0.9910542964935303)","(-0.38467106223106384,)","(-0.13513816893100739,)",452.446014404
1970/01/01/02:07:32.487000,3423,0,0,,"(-0.5257852077484131, -0.06997716426849365, -0.481069415807724, -0.12533850967884064, -0.22477319836616516, -0.1179034560918808, -0.2593227028846741, -0.10190468281507492)","(0.7285861968994141, -0.1092580035328865, -0.0004975550691597164, 0.08483946323394775)","(-0.37236344814300537, -0.04919511452317238, 0.987810492515564, 0.993905246257782)","(-0.3727376163005829,)","(-0.04937704652547836,)",452.477996826
1970/01/01/02:07:32.537000,3424,0,0,,"(-0.5301727056503296, -0.0651732012629509, -0.4905659854412079, -0.11941652745008469, -0.23260606825351715, -0.11760462075471878, -0.2627202272415161, -0.10042601078748703)","(0.7034289836883545, -0.11888307332992554, -0.00018106824427377433, 0.07931789755821228)","(-0.37863579392433167, -0.21883177757263184, 0.9765208959579468, 0.9882604479789734)","(-0.379016250371933,)","(-0.21918220818042755,)",452.528991699
1970/01/01/02:07:32.558000,3425,0,0,,"(-0.5384568572044373, -0.05385947600007057, -0.5004756450653076, -0.10719519853591919, -0.23801669478416443, -0.11017152667045593, -0.2683519423007965, -0.09204929322004318)","(0.7174667119979858, -0.11000943928956985, 0.00020599887648131698, 0.07159367203712463)","(-0.38593754172325134, -0.2404327243566513, 0.9750832915306091, 0.987541675567627)","(-0.38632526993751526,)","(-0.24080461263656616,)",452.553985596
1970/01/01/02:07:32.583000,3426,0,0,,"(-0.550449550151825, -0.05372834950685501, -0.5004756450653076, -0.10722177475690842, -0.23801669478416443, -0.11019810289144516, -0.27633532881736755, -0.09218055754899979)","(0.8423061966896057, 0.023572467267513275, -0.00013861915795132518, 0.10467611998319626)","(-0.3909265697002411, -0.3191376030445099, 0.9698453545570374, 0.9849226474761963)","(-0.39131930470466614,)","(-0.31958767771720886,)",452.575012207
1970/01/01/02:07:32.604000,3427,0,0,,"(-0.5846359133720398, -0.03612426295876503, -0.5483942031860352, -0.09301883727312088, -0.23995466530323029, -0.09957922995090485, -0.2669776976108551, -0.0809173434972763)","(0.8497395515441895, -0.08237718790769577, 0.0003558654570952058, 0.050044454634189606)","(-0.4095792770385742, -0.46460384130477905, 0.9601643085479736, 0.9800821542739868)","(-0.4099906384944916,)","(-0.4651983976364136,)",452.604003906
1970/01/01/02:07:32.651000,3428,0,0,,"(-0.5973167419433594, -0.026964882388710976, -0.5543188452720642, -0.07974459230899811, -0.24010708928108215, -0.08836225420236588, -0.2758675217628479, -0.06962517648935318)","(0.8975294232368469, -0.05558066442608833, 0.0005733663565479219, 0.045052576810121536)","(-0.4164842963218689, -0.41779354214668274, 0.9632796049118042, 0.9816398024559021)","(-0.4169025421142578,)","(-0.41834160685539246,)",452.635986328
1970/01/01/02:07:32.687000,3429,0,0,,"(-0.5862563848495483, -0.0025227495934814215, -0.5572486519813538, -0.05581314116716385, -0.2716386914253235, -0.06390734761953354, -0.2976948618888855, -0.04948955029249191)","(0.7856550216674805, -0.09368779510259628, 0.0007313848473131657, 0.023079993203282356)","(-0.4277801215648651, -0.2508276402950287, 0.974391520023346, 0.9871957302093506)","(-0.42820966243743896,)","(-0.2512098550796509,)",452.686004639
1970/01/01/02:07:32.699000,3430,0,0,,"(-0.5903673768043518, -0.0024825313594192266, -0.561383068561554, -0.055773403495550156, -0.27556657791137695, -0.06399505585432053, -0.30162355303764343, -0.04577384516596794)","(0.7541865706443787, -0.020876578986644745, 0.0008574839448556304, 0.04150042682886124)","(-0.43180158734321594, -0.24395324289798737, 0.9748489856719971, 0.9874244928359985)","(-0.43223515152931213,)","(-0.24432863295078278,)",452.696014404
1970/01/01/02:07:32.739000,3431,0,0,,"(-0.608924925327301, 0.01116030290722847, -0.5922418236732483, -0.047604985535144806, -0.2653104066848755, -0.05075385421514511, -0.2814652621746063, -0.029941542074084282)","(0.6694316864013672, -0.07005266100168228, 0.0003555321309249848, 0.0028035547584295273)","(-0.43654730916023254, 0.003288952400907874, 0.9913034439086914, 0.9956517219543457)","(-0.4369856119155884,)","(0.0031591530423611403,)",452.731994629
1970/01/01/02:07:32.757000,3432,0,0,,"(-0.6082483530044556, 0.018471095710992813, -0.5867756009101868, -0.042164865881204605, -0.2530180811882019, -0.03793175145983696, -0.2787010371685028, -0.022541966289281845)","(0.7350218892097473, -0.23724670708179474, -0.0008986049797385931, -0.05632202327251434)","(-0.43125277757644653, 0.16932755708694458, 1.0023536682128906, 1.0011768341064453)","(-0.43168577551841736,)","(0.16936267912387848,)",452.752990723
1970/01/01/02:07:32.819000,3433,0,0,,"(-0.6230307817459106, 0.02883182279765606, -0.5766838192939758, -0.029568038880825043, -0.2373843938112259, -0.01761324144899845, -0.28455719351768494, -0.0039428528398275375)","(0.9574297070503235, -0.11823587119579315, -0.002585809677839279, -0.04809350147843361)","(-0.4299823045730591, 0.17931295931339264, 1.0030181407928467, 1.0015090703964233)","(-0.4304140508174896,)","(0.17935800552368164,)",452.812988281
1970/01/01/02:07:32.831000,3434,0,0,,"(-0.6271436214447021, 0.028759336099028587, -0.5807792544364929, -0.02963973395526409, -0.2373843938112259, -0.017639821395277977, -0.28455719351768494, -0.003969432786107063)","(0.9618293642997742, -0.11701414734125137, -0.0025694023352116346, -0.04676903784275055)","(-0.43203234672546387, 0.016969354823231697, 0.9922139048576355, 0.9961069226264954)","(-0.4324661195278168,)","(0.016853144392371178,)",452.830993652
1970/01/01/02:07:32.893000,3435,0,0,,"(-0.608366072177887, 0.020601889118552208, -0.5781559348106384, -0.03733160346746445, -0.2877478301525116, -0.026423241943120956, -0.3188994526863098, -0.016076141968369484)","(0.8012558817863464, -0.10405951738357544, -0.00128102523740381, -0.012663599103689194)","(-0.4478427469730377, -0.22449687123298645, 0.9761438369750977, 0.9880719184875488)","(-0.4482923150062561,)","(-0.22485293447971344,)",452.865997314
1970/01/01/02:07:32.904000,3436,0,0,,"(-0.6288843750953674, 0.02040858007967472, -0.5781559348106384, -0.03735818341374397, -0.24218100309371948, -0.0267939530313015, -0.29228082299232483, -0.012625436298549175)","(1.0297527313232422, -0.06778846681118011, -0.002051851013675332, -0.021760476753115654)","(-0.43493884801864624, -0.16606111824512482, 0.9800328612327576, 0.9900164604187012)","(-0.43537554144859314,)","(-0.16635912656784058,)",452.897003174
1970/01/01/02:07:32.932000,3437,0,0,,"(-0.6187282800674438, 0.00843295082449913, -0.5752871632575989, -0.049180611968040466, -0.24450623989105225, -0.037491362541913986, -0.286130428314209, -0.02326839230954647)","(0.9192261695861816, -0.10074346512556076, -0.001790321315638721, -0.01807907596230507)","(-0.43073052167892456, -0.056022513657808304, 0.9873561263084412, 0.993678092956543)","(-0.4311630129814148,)","(-0.05621122568845749,)",452.927001953
1970/01/01/02:07:32.987000,3438,0,0,,"(-0.6002371907234192, 0.0023882645182311535, -0.563554584980011, -0.060007352381944656, -0.24152831733226776, -0.04398897662758827, -0.2752293050289154, -0.030389662832021713)","(0.8572710156440735, -0.13097569346427917, -0.0022479649633169174, -0.01776040531694889)","(-0.41971588134765625, 0.19760069251060486, 1.0042352676391602, 1.00211763381958)","(-0.42013734579086304,)","(0.19766390323638916,)",452.971984863
1970/01/01/02:07:33.023000,3439,0,0,,"(-0.5879710912704468, -0.002433937741443515, -0.5540784001350403, -0.0659269243478775, -0.23447473347187042, -0.043934185057878494, -0.2647964358329773, -0.0314207449555397)","(0.8063439130783081, -0.1672862321138382, -0.0029181637801229954, -0.026198241859674454)","(-0.4099184572696686, 0.4828702509403229, 1.023220419883728, 1.0116102695465088)","(-0.4103301763534546,)","(0.4832168221473694,)",453.002990723
